region,issuer,card_name,image_asset_slug,official_source_page,source_scope,source_confidence,image_strategy,hotlink_policy,extraction_status,notes
IN,SBI Card,BPCL SBI Card,bpcl-sbi-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Air India SBI Signature Card,air-india-sbi-signature-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Air India SBI Platinum Card,air-india-sbi-platinum-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,IRCTC SBI Platinum Card,irctc-sbi-platinum-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Bank of Maharashtra SBI Card ELITE,bank-of-maharashtra-sbi-card-elite,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Bank of Maharashtra SimplySAVE SBI Card,bank-of-maharashtra-simplysave-sbi-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Bank of Maharashtra SBI Card PRIME,bank-of-maharashtra-sbi-card-prime,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,PSB SBI Card ELITE,psb-sbi-card-elite,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,PSB SBI Card PRIME,psb-sbi-card-prime,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,PSB SimplySAVE SBI Card,psb-simplysave-sbi-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,UCO Bank SBI Card ELITE,uco-bank-sbi-card-elite,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,UCO Bank SBI Card PRIME,uco-bank-sbi-card-prime,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,UCO Bank SimplySAVE SBI Card,uco-bank-simplysave-sbi-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Central Bank of India SBI Card ELITE,central-bank-of-india-sbi-card-elite,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Central Bank of India SBI Card PRIME,central-bank-of-india-sbi-card-prime,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Central Bank of India SimplySAVE SBI Card,central-bank-of-india-simplysave-sbi-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,City Union Bank SBI Card PRIME,city-union-bank-sbi-card-prime,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,City Union Bank SimplySAVE SBI Card,city-union-bank-simplysave-sbi-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Karnataka Bank SBI Card PRIME,karnataka-bank-sbi-card-prime,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,Karnataka Bank SimplySAVE SBI Card,karnataka-bank-simplysave-sbi-card,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,SBI Card,South Indian Bank SBI Card PRIME,south-indian-bank-sbi-card-prime,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Emeralde Private Metal Credit Card,emeralde-private-metal-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Times Black Credit Card,times-black-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Emeralde Credit Card,emeralde-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Sapphiro Credit Card,sapphiro-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Rubyx Credit Card,rubyx-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Coral Credit Card,coral-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Platinum Chip Credit Card,platinum-chip-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Adani One Signature Credit Card,adani-one-signature-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Adani One Platinum Credit Card,adani-one-platinum-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,MakeMyTrip Credit Card,makemytrip-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Emirates Emeralde Credit Card,emirates-emeralde-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Emirates Sapphiro Credit Card,emirates-sapphiro-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Emirates Skywards Rubyx Credit Card,emirates-skywards-rubyx-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,MakeMyTrip Signature Credit Card,makemytrip-signature-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,MakeMyTrip Platinum Credit Card,makemytrip-platinum-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Amazon Pay Credit Card,amazon-pay-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,HPCL Super Saver Credit Card,hpcl-super-saver-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,HPCL Coral Credit Card,hpcl-coral-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Expression Credit Card,expression-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Manchester United Signature Credit Card,manchester-united-signature-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Manchester United Platinum Credit Card,manchester-united-platinum-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Chennai Super Kings Credit Card,chennai-super-kings-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Parakram Select Credit Card,parakram-select-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,ICICI Bank,Parakram Credit Card,parakram-credit-card,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,American Express India,American Express Platinum Card,american-express-platinum-card,https://www.americanexpress.com/in/credit-cards/all-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,American Express India,American Express Platinum Travel Credit Card,american-express-platinum-travel-credit-card,https://www.americanexpress.com/in/credit-cards/all-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,American Express India,American Express Membership Rewards Credit Card,american-express-membership-rewards-credit-card,https://www.americanexpress.com/in/credit-cards/all-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,American Express India,American Express SmartEarn Credit Card,american-express-smartearn-credit-card,https://www.americanexpress.com/in/credit-cards/all-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,American Express India,American Express Gold Card,american-express-gold-card,https://www.americanexpress.com/in/credit-cards/all-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,American Express India,American Express Platinum Reserve Credit Card,american-express-platinum-reserve-credit-card,https://www.americanexpress.com/in/credit-cards/all-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,Ultimate Credit Card,ultimate-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,Smart Credit Card,smart-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,DigiSmart Credit Card,digismart-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,Rewards Credit Card,rewards-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,Super Value Titanium Credit Card,super-value-titanium-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,Platinum Rewards Credit Card,platinum-rewards-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,Manhattan Platinum Credit Card,manhattan-platinum-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,EaseMyTrip Credit Card,easemytrip-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Standard Chartered India,Titanium Credit Card,titanium-credit-card,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,HSBC India,HSBC TravelOne Credit Card,hsbc-travelone-credit-card,https://www.hsbc.co.in/credit-cards/products/travelone/,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,HSBC India,HSBC Live+ Credit Card,hsbc-live-credit-card,https://www.hsbc.co.in/credit-cards/products/live-plus/,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,HSBC India,HSBC Premier Credit Card,hsbc-premier-credit-card,https://www.hsbc.co.in/credit-cards/products/premier/,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,HSBC India,HSBC Visa Platinum Credit Card,hsbc-visa-platinum-credit-card,https://www.hsbc.co.in/credit-cards/products/visa-platinum/,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,HSBC India,HSBC RuPay Cashback Credit Card,hsbc-rupay-cashback-credit-card,https://www.hsbc.co.in/credit-cards/products/rupay-cashback-credit-card/,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,HSBC India,HSBC RuPay Platinum Credit Card,hsbc-rupay-platinum-credit-card,https://www.hsbc.co.in/credit-cards/products/rupay-platinum-credit-card/,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IDFC FIRST Bank,FIRST WOW! Credit Card,first-wow-credit-card,https://www.idfcfirstbank.com/credit-card/wow/self-employed,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IDFC FIRST Bank,FIRST Select Credit Card,first-select-credit-card,https://www.idfcfirstbank.com/credit-card/select,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IDFC FIRST Bank,FIRST Wealth Credit Card,first-wealth-credit-card,https://www.idfcfirstbank.com/credit-card/premium-credit-card,official_search_snippet,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IDFC FIRST Bank,Ashva Credit Card,ashva-credit-card,https://www.idfcfirstbank.com/credit-card/premium-credit-card,official_search_snippet,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IDFC FIRST Bank,Mayura Credit Card,mayura-credit-card,https://www.idfcfirstbank.com/credit-card/metal-credit-card/mayura,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IDFC FIRST Bank,FIRST Private Credit Card,first-private-credit-card,https://www.idfcfirstbank.com/credit-card/FIRSTPrivateCreditCard,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Pinnacle Credit Card,pinnacle-credit-card,https://www.indusind.com/in/en/personal/cards/credit-card.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Nexxt Credit Card,nexxt-credit-card,https://www.indusind.com/in/en/personal/cards/credit-card.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Samman RuPay Credit Card,samman-rupay-credit-card,https://www.indusind.com/in/en/personal/cards/credit-card.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Tiger Credit Card,tiger-credit-card,https://www.indusind.com/in/en/personal/cards/credit-card.html,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Legend Credit Card,legend-credit-card,https://www.indusind.com/in/en/personal/cards/credit-card/legend-credit-card.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Indulge Credit Card,indulge-credit-card,https://www.indusind.com/in/en/personal/cards/credit-card/indulge-credit-card.html,official_product_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Crest Credit Card,crest-credit-card,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Signature Credit Card,signature-credit-card,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Iconia Visa Credit Card,iconia-visa-credit-card,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Iconia Amex Credit Card,iconia-amex-credit-card,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Platinum RuPay Credit Card,platinum-rupay-credit-card,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Platinum Aura Credit Card,platinum-aura-credit-card,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Platinum Aura Edge Credit Card,platinum-aura-edge-credit-card,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,IndusInd Bank,Platinum Select Credit Card,platinum-select-credit-card,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Federal Bank,Visa Signet Credit Card,visa-signet-credit-card,https://www.federalbank.co.in/-/credit-cards,official_portfolio_page,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Federal Bank,RuPay Signet Credit Card,rupay-signet-credit-card,https://www.federalbank.co.in/-/celesta-credit-card-product-features.,official_product_page,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Federal Bank,Imperio Credit Card,imperio-credit-card,https://www.federalbank.co.in/federal-bank-debit-cards-credit-cards-airport-lounge-program,official_program_page,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,Federal Bank,Celesta Credit Card,celesta-credit-card,https://www.federalbank.co.in/federal-bank-debit-cards-credit-cards-airport-lounge-program,official_program_page,medium,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,MARQUEE Credit Card,marquee-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,RESERV Credit Card,reserv-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,ELITE+ Credit Card,elite-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,SELECT Credit Card,select-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
IN,YES BANK,ACE Credit Card,ace-credit-card,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,fetch_official_asset_then_self_host,do_not_hotlink_in_production,pending_asset_extraction,Fetch from issuer page or linked CDN asset then store in our own bucket
