region,issuer,card_name,reward_program,source_url,source_scope,source_confidence,status,notes
IN,Standard Chartered India,Platinum Rewards Credit Card,Standard Chartered 360 Rewards,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,active_public,Mass-market rewards card
IN,Standard Chartered India,Manhattan Platinum Credit Card,Standard Chartered Cashback,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,active_public,Shopping card
IN,Standard Chartered India,EaseMyTrip Credit Card,EaseMyTrip Rewards,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,active_public,Travel co-brand
IN,Standard Chartered India,Titanium Credit Card,Standard Chartered Rewards,https://www.sc.com/in/credit-cards/,official_portfolio_page,high,active_public,Entry card
IN,HSBC India,HSBC TravelOne Credit Card,HSBC TravelOne Rewards,https://www.hsbc.co.in/credit-cards/products/travelone/,official_product_page,high,active_public,Important transfer card
IN,HSBC India,HSBC Live+ Credit Card,HSBC Cashback,https://www.hsbc.co.in/credit-cards/products/live-plus/,official_product_page,high,active_public,Cashback product
IN,HSBC India,HSBC Premier Credit Card,HSBC Rewards,https://www.hsbc.co.in/credit-cards/products/premier/,official_product_page,high,active_public,Premium transfer-capable card
IN,HSBC India,HSBC Visa Platinum Credit Card,HSBC Rewards,https://www.hsbc.co.in/credit-cards/products/visa-platinum/,official_product_page,high,active_public,No-fee rewards card
IN,HSBC India,HSBC RuPay Cashback Credit Card,HSBC Cashback,https://www.hsbc.co.in/credit-cards/products/rupay-cashback-credit-card/,official_product_page,high,active_public,UPI cashback card
IN,HSBC India,HSBC RuPay Platinum Credit Card,HSBC Rewards,https://www.hsbc.co.in/credit-cards/products/rupay-platinum-credit-card/,official_product_page,high,active_public,UPI rewards card
IN,IDFC FIRST Bank,FIRST WOW! Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/wow/self-employed,official_product_page,high,active_public,Secured/FD-backed flagship
IN,IDFC FIRST Bank,FIRST Select Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/select,official_product_page,high,active_public,Core premium card
IN,IDFC FIRST Bank,FIRST Wealth Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/premium-credit-card,official_search_snippet,medium,active_public,Visible on official comparison content
IN,IDFC FIRST Bank,Ashva Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/premium-credit-card,official_search_snippet,high,active_public,Metal travel card
IN,IDFC FIRST Bank,Mayura Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/metal-credit-card/mayura,official_product_page,high,active_public,Metal lifestyle card
IN,IDFC FIRST Bank,FIRST Private Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/FIRSTPrivateCreditCard,official_product_page,high,active_public,Private banking card
IN,IndusInd Bank,Pinnacle Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card.html,official_portfolio_page,high,active_public,Premium travel card
IN,IndusInd Bank,Nexxt Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card.html,official_portfolio_page,high,active_public,Interactive card
IN,IndusInd Bank,Samman RuPay Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card.html,official_portfolio_page,high,active_public,Government employee segment
IN,IndusInd Bank,Tiger Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card.html,official_portfolio_page,high,active_public,Lifestyle/travel product
IN,IndusInd Bank,Legend Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card/legend-credit-card.html,official_product_page,high,active_public,Long-running card
IN,IndusInd Bank,Indulge Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card/indulge-credit-card.html,official_product_page,high,active_public,Ultra-premium product
IN,IndusInd Bank,Crest Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,active_public,Confirmed in official rewards program update
IN,IndusInd Bank,Signature Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,active_public,Confirmed in official rewards program update
IN,IndusInd Bank,Iconia Visa Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,active_public,Confirmed in official rewards program update
IN,IndusInd Bank,Iconia Amex Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,active_public,Confirmed in official rewards program update
IN,IndusInd Bank,Platinum RuPay Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,active_public,Confirmed in official rewards program update
IN,IndusInd Bank,Platinum Aura Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,active_public,Confirmed in official rewards program update
IN,IndusInd Bank,Platinum Aura Edge Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,active_public,Confirmed in official rewards program update
IN,IndusInd Bank,Platinum Select Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,official_program_pdf,medium,active_public,Confirmed in official rewards program update
IN,Federal Bank,Visa Signet Credit Card,Federal Rewards,https://www.federalbank.co.in/-/credit-cards,official_portfolio_page,high,active_public,Core public product
IN,Federal Bank,RuPay Signet Credit Card,Federal Rewards,https://www.federalbank.co.in/-/celesta-credit-card-product-features.,official_product_page,medium,active_public,RuPay public product
IN,Federal Bank,Imperio Credit Card,Federal Rewards,https://www.federalbank.co.in/federal-bank-debit-cards-credit-cards-airport-lounge-program,official_program_page,medium,active_public,Confirmed in lounge program document
IN,Federal Bank,Celesta Credit Card,Federal Rewards,https://www.federalbank.co.in/federal-bank-debit-cards-credit-cards-airport-lounge-program,official_program_page,medium,active_public,Confirmed in lounge program document
IN,YES BANK,MARQUEE Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Confirmed in retail card key fact statement
IN,YES BANK,RESERV Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Confirmed in retail card key fact statement
IN,YES BANK,ELITE+ Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Confirmed in retail card key fact statement
IN,YES BANK,SELECT Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Confirmed in retail card key fact statement
IN,YES BANK,ACE Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Confirmed in retail card key fact statement
IN,YES BANK,YES First Business Credit Card,YES Rewardz,https://applycc.yesbank.in/creditCardTemplates/yesFirstBusiness.html,official_product_page,high,active_public,Business premium card
IN,YES BANK,YES First Preferred Credit Card,YES Rewardz,https://applycc.yesbank.in/creditCardTemplates/yesFirstPreffered.html,official_product_page,high,active_public,Preferred banking card
IN,YES BANK,YES First Exclusive Credit Card,YES Rewardz,https://applycc.yesbank.in/creditCardTemplates/creditCardTemplates/yesFirstExclusive.html,official_product_page,high,active_public,Live public product page remains available though RESERV-family normalization is still needed
IN,YES BANK,Wellness Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Health and wellness card
IN,YES BANK,Wellness Plus Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Premium wellness variant
IN,YES BANK,BYOC Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Build-your-own card family
IN,YES BANK,EMI Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Installment product
IN,YES BANK,AI Inside Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Newer product family
IN,YES BANK,AI Inside RuPay Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Newer product family
IN,YES BANK,YES Private Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Private banking card
IN,YES BANK,YES BANK ANQ Phi Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Fintech co-brand
IN,YES BANK,YES BANK ANQ Pi Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Fintech co-brand
IN,YES BANK,YES BANK Finbooster Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Fintech co-brand
IN,YES BANK,YES BANK Paisabazaar PaisaSave Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Fintech co-brand
IN,YES BANK,YES BANK POP-CLUB Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Lifestyle/fintech co-brand
IN,YES BANK,Rio Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,official_pdf,high,active_public,Fintech co-brand
IN,Kotak Mahindra Bank,Kotak White Credit Card,Kotak Reward Points,https://www.kotak.com/en/personal-banking/cards/credit-cards/white-credit-card.html,official_product_page,high,active_public,Premium card
IN,Kotak Mahindra Bank,PVR INOX Kotak Credit Card,PVR INOX Rewards,https://www.kotak.com/en/personal-banking/cards/credit-cards/pvr-inox-kotak-credit-card.html,official_product_page,high,active_public,Entertainment co-brand
IN,Kotak Mahindra Bank,Kotak 811 Credit Card,Kotak Reward Points,https://www.kotak.com/en/personal-banking/cards/credit-cards/kotak-811-credit-card.html,official_product_page,high,active_public,Digital/secured product
IN,Kotak Mahindra Bank,Kotak Mojo Platinum Credit Card,Kotak Mojo Points,https://www.kotak.com/en/personal-banking/cards/credit-cards/mojo-platinum-credit-card.html,official_product_page,high,active_public,Shopping and rewards card
IN,Kotak Mahindra Bank,Myntra Kotak Credit Card,Kotak Reward Points,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,active_public,Confirmed in official GSFC
IN,Kotak Mahindra Bank,Royale Signature Credit Card,Kotak Royale Rewards,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,active_public,Confirmed in official GSFC
IN,Kotak Mahindra Bank,Zen Signature Credit Card,Kotak Zen Points,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,active_public,Confirmed in official GSFC
IN,Kotak Mahindra Bank,Kotak IndiGo Ka-ching 6E Rewards XL Credit Card,IndiGo BluChip,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,active_public,IndiGo co-brand family
IN,Kotak Mahindra Bank,Kotak IndiGo Ka-ching 6E Rewards Credit Card,IndiGo BluChip,https://www.kotak.com/en/gsfc.html,official_fee_schedule,medium,active_public,IndiGo co-brand family
IN,RBL Bank,IRCTC RBL Bank Credit Card,IRCTC Reward Points,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Rail travel card
IN,RBL Bank,IndianOil RBL Bank XTRA Credit Card,IndianOil XTRA Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Fuel co-brand
IN,RBL Bank,IndianOil RBL Bank Credit Card,IndianOil XTRA Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Fuel co-brand
IN,RBL Bank,Icon Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Premium lifestyle card
IN,RBL Bank,World Safari Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Zero-forex travel card
IN,RBL Bank,RBL Bank QuickPay Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,UPI-linked product
IN,RBL Bank,RBL Bank iGlobe Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Travel card
IN,RBL Bank,Platinum Maxima Plus Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Premium rewards card
IN,RBL Bank,Platinum Maxima Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Rewards card
IN,RBL Bank,Platinum Delight Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Rewards card
IN,RBL Bank,Shoprite Credit Card,RBL Cashback,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Grocery cashback card
IN,RBL Bank,Cookies Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Online shopping card
IN,RBL Bank,RBL Bank Play Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Entertainment card
IN,RBL Bank,RBL Bank SalarySe UP Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,UPI card
IN,RBL Bank,TVS Credit RBL Bank Gold Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Co-brand card
IN,RBL Bank,RBL Bank MoneyTap Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Fintech co-brand
IN,RBL Bank,RBL Bank Paisabazaar Duet Credit Card,RBL Cashback,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Fintech co-brand
IN,RBL Bank,RBL Bank Paisabazaar Duet Plus Credit Card,RBL Cashback,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Fintech co-brand
IN,RBL Bank,Insignia Preferred Banking Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Preferred banking premium card
IN,RBL Bank,Monthly Treats Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Online/lifestyle card
IN,RBL Bank,RBL Bank Popcorn Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Entertainment card
IN,RBL Bank,RBL Bank Movies and More Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Entertainment card
IN,RBL Bank,RBL Bank Blockbuster Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Lifestyle card
IN,RBL Bank,Titanium Delight Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Rewards card
IN,RBL Bank,RBL Bank Fun+ Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Entertainment card
IN,RBL Bank,MoCash Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Legacy fintech-style product still listed
IN,RBL Bank,Platinum LifeEasy Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Utility/fuel card
IN,RBL Bank,Platinum Edge Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Premium rewards card
IN,RBL Bank,Platinum ShopDaily Credit Card,RBL Cashback,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Shopping card
IN,RBL Bank,Platinum Plus Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/category,official_portfolio_page,high,active_public,Base card
IN,RBL Bank,World Prime Credit Card,RBL Rewards,https://www.rblbank.com/personal-banking/cards/credit-cards/world-prime-credit-card,official_product_page,high,active_public,Premium travel card
