region,issuer,card_name,program_name,source_url,annual_fee_status,signup_bonus_status,signup_spend_status,earn_rates_status,apply_url_status,notes
IN,SBI Card,Air India SBI Platinum Card,Air India Maharaja Club,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,IRCTC SBI Platinum Card,IRCTC Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,Bank of Maharashtra SBI Card ELITE,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,Bank of Maharashtra SimplySAVE SBI Card,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,Bank of Maharashtra SBI Card PRIME,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,PSB SBI Card ELITE,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,PSB SBI Card PRIME,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,PSB SimplySAVE SBI Card,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,UCO Bank SBI Card ELITE,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,UCO Bank SBI Card PRIME,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,UCO Bank SimplySAVE SBI Card,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,Central Bank of India SBI Card ELITE,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,Central Bank of India SBI Card PRIME,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,Central Bank of India SimplySAVE SBI Card,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,City Union Bank SBI Card PRIME,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,City Union Bank SimplySAVE SBI Card,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,Karnataka Bank SBI Card PRIME,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,Karnataka Bank SimplySAVE SBI Card,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,SBI Card,South Indian Bank SBI Card PRIME,SBI Reward Points,https://www.sbicard.com/en/personal/credit-cards/all-cards.page,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Emeralde Private Metal Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Times Black Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Emeralde Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Sapphiro Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Rubyx Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Coral Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Platinum Chip Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Adani One Signature Credit Card,Adani One Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Adani One Platinum Credit Card,Adani One Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,MakeMyTrip Credit Card,MakeMyTrip Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Emirates Emeralde Credit Card,Emirates Skywards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Emirates Sapphiro Credit Card,Emirates Skywards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Emirates Skywards Rubyx Credit Card,Emirates Skywards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,MakeMyTrip Signature Credit Card,MakeMyTrip Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,MakeMyTrip Platinum Credit Card,MakeMyTrip Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Amazon Pay Credit Card,Amazon Pay Cashback,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,HPCL Super Saver Credit Card,HPCL Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,HPCL Coral Credit Card,HPCL Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Expression Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Manchester United Signature Credit Card,Manchester United Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Manchester United Platinum Credit Card,Manchester United Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Chennai Super Kings Credit Card,CSK Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Parakram Select Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,ICICI Bank,Parakram Credit Card,ICICI Rewards,https://www.icicibank.com/personal-banking/cards/consumer-cards/credit-card/all-cards.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,American Express India,American Express Platinum Card,Amex Membership Rewards India,https://www.americanexpress.com/in/credit-cards/all-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,American Express India,American Express Platinum Travel Credit Card,Amex Membership Rewards India,https://www.americanexpress.com/in/credit-cards/all-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,American Express India,American Express Membership Rewards Credit Card,Amex Membership Rewards India,https://www.americanexpress.com/in/credit-cards/all-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,American Express India,American Express SmartEarn Credit Card,Amex Membership Rewards India,https://www.americanexpress.com/in/credit-cards/all-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,American Express India,American Express Gold Card,Amex Membership Rewards India,https://www.americanexpress.com/in/credit-cards/all-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,American Express India,American Express Platinum Reserve Credit Card,Amex Membership Rewards India,https://www.americanexpress.com/in/credit-cards/all-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,Ultimate Credit Card,Standard Chartered Rewards,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,Smart Credit Card,Standard Chartered Cashback,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,DigiSmart Credit Card,Standard Chartered Cashback,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,Rewards Credit Card,Standard Chartered 360 Rewards,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,Super Value Titanium Credit Card,Standard Chartered Cashback,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,Platinum Rewards Credit Card,Standard Chartered 360 Rewards,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,Manhattan Platinum Credit Card,Standard Chartered Cashback,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,EaseMyTrip Credit Card,EaseMyTrip Rewards,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Standard Chartered India,Titanium Credit Card,Standard Chartered Rewards,https://www.sc.com/in/credit-cards/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,HSBC India,HSBC TravelOne Credit Card,HSBC TravelOne Rewards,https://www.hsbc.co.in/credit-cards/products/travelone/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,HSBC India,HSBC Live+ Credit Card,HSBC Cashback,https://www.hsbc.co.in/credit-cards/products/live-plus/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,HSBC India,HSBC Premier Credit Card,HSBC Rewards,https://www.hsbc.co.in/credit-cards/products/premier/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,HSBC India,HSBC Visa Platinum Credit Card,HSBC Rewards,https://www.hsbc.co.in/credit-cards/products/visa-platinum/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,HSBC India,HSBC RuPay Cashback Credit Card,HSBC Cashback,https://www.hsbc.co.in/credit-cards/products/rupay-cashback-credit-card/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,HSBC India,HSBC RuPay Platinum Credit Card,HSBC Rewards,https://www.hsbc.co.in/credit-cards/products/rupay-platinum-credit-card/,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IDFC FIRST Bank,FIRST WOW! Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/wow/self-employed,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IDFC FIRST Bank,FIRST Select Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/select,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IDFC FIRST Bank,FIRST Wealth Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/premium-credit-card,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IDFC FIRST Bank,Ashva Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/premium-credit-card,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IDFC FIRST Bank,Mayura Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/metal-credit-card/mayura,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IDFC FIRST Bank,FIRST Private Credit Card,IDFC FIRST Rewards,https://www.idfcfirstbank.com/credit-card/FIRSTPrivateCreditCard,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Pinnacle Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Nexxt Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Samman RuPay Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Tiger Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Legend Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card/legend-credit-card.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Indulge Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/cards/credit-card/indulge-credit-card.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Crest Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Signature Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Iconia Visa Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Iconia Amex Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Platinum RuPay Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Platinum Aura Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Platinum Aura Edge Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,IndusInd Bank,Platinum Select Credit Card,IndusMoments,https://www.indusind.com/in/en/personal/credit-card-related/important-updates-reward-points-program.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Federal Bank,Visa Signet Credit Card,Federal Rewards,https://www.federalbank.co.in/-/credit-cards,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Federal Bank,RuPay Signet Credit Card,Federal Rewards,https://www.federalbank.co.in/-/celesta-credit-card-product-features.,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Federal Bank,Imperio Credit Card,Federal Rewards,https://www.federalbank.co.in/federal-bank-debit-cards-credit-cards-airport-lounge-program,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,Federal Bank,Celesta Credit Card,Federal Rewards,https://www.federalbank.co.in/federal-bank-debit-cards-credit-cards-airport-lounge-program,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,YES BANK,MARQUEE Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,YES BANK,RESERV Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,YES BANK,ELITE+ Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,YES BANK,SELECT Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,YES BANK,ACE Credit Card,YES Rewardz,https://www.yesbank.in/content/published/api/v1.1/assets/CONT07A77C257C7A4BDD85DB97E51D2B5B8F/native/yesbank_key_fact_statement.pdf?channelToken=21f7ccfa2fc3401091938f541a6f8f2a&download=false,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,YES BANK,YES First Business Credit Card,YES Rewardz,https://applycc.yesbank.in/creditCardTemplates/yesFirstBusiness.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
IN,YES BANK,YES First Preferred Credit Card,YES Rewardz,https://applycc.yesbank.in/creditCardTemplates/yesFirstPreffered.html,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,pending_structured_enrichment,Fill from official product page before card becomes recommendation-eligible
